_id,text
5f6245eda084761f4fac782a,Get Well Soon Sir..... 💐
5f6245eda084761f4fac782c,"RT @ASlavitt: NEW: Biden-Harris COVID response plan vs Trump.

This would make all the difference in the world. https://t.co/Y4Y1wiJeaf"
5f6245eda084761f4fac782e,"Good Enough - @SarahMcLachlan
https://t.co/TQRgEVOJz4"
5f6245eda084761f4fac7830,RT @cmyeaton: CDC releases new epi indicators and thresholds for risk of introduction and transmission of COVID-19 in schools https://t.co/…
5f6245eda084761f4fac7832,"RT @CBSNews: Admiral Brett Giroir warns that all recent improvements in U.S. COVID numbers ""could be fleeting, or even reversed"" if America…"
5f6245eda084761f4fac7834,"RT @KatyJayne101: Almost 4000 new covid cases.

Why are the government getting everything so catastrophically wrong with this pandemic?"
5f6245eea084761f4fac7836,"RT @ras_le_bol_us: @mmpadellan This might be a good time to tell them I just admitted a ""healthy"" 23 yr old 6 weeks post COVID with a compl…"
5f6245eea084761f4fac7838,"RT @GurmanBhatia: The last 2.5 months have been full of crazy building, but at the end of it all, we are excited to present the brand new @…"
5f6245eea084761f4fac783a,"Healthcare for every American is a right. It's long overdue."
5f6245eea084761f4fac783c,"RT @MattWalshBlog: They went from ""don't wear a mask, you dumb hicks"" to ""masks are more protective than vaccines"" in less than six months…"
5f6245eea084761f4fac783e,RT @FirstSquawk: MULTIPLE WHITE HOUSE STAFF TEST POSITIVE FOR CORONAVIRUS
5f6245eea084761f4fac7840,"RT @farm_hosp: Hospital Pharmacist experience in the Intensive
Care Unit: Plan COVID. 
How Spanish Hospital Pharmacists have faced #COVID19…"
5f6245eea084761f4fac7842,RT @PVHelthservices: Ms. Henderson advises Health Services 3 student orgs. &amp; our student involvement. Come join our teams. #pvamu
5f6245eea084761f4fac7844,"RT @travisakers: NEW: Multiple White House staff have tested positive for COVID-19 today. The White House press pool was just informed, but…"
5f6245eea084761f4fac7846,"RT @guardian_sport: Katie Zelem withdraws from England Women's camp after Covid-19 positive. https://t.co/tfoiF7b7yC #mufc #WSL #Lionesses"
5f6245eea084761f4fac7848,"RT @Lixxibella: @Existential2020 There are so many things coming up in the news every day, and it’s only Wednesday! I can barely keep up wi…"
5f6245eea084761f4fac784a,"RT @Kyle_Feldscher: There are approximately 328.2 million people in the US.

To get to the low end of herd immunity, about 60% of the popul…"
5f6245eea084761f4fac784c,"RT @NBCNews: NEW: CDC Director Redfield to US Senate cmte.: 

“These facemasks are the important, powerful public health tool we have ... I…"
5f6245efa084761f4fac784e,"I'm old enough to remember when the CDC said face masks were to protect ""others""."
5f6245efa084761f4fac7850,"RT @kayleighmcenany: A federal judge ruled it was UNCONSTITUTIONAL to shut down businesses and limit indoor/outdoor gatherings in PA.

This…"
5f6245efa084761f4fac7852,RT @PhilipRucker: CDC director testifies to the importance of wearing masks the morning after the president gave credence to mask deniers/d…
5f6245efa084761f4fac7854,"lebron going back to his room to rest for game 1 vs denver while kawhi checking out of the bubble 
 https://t.co/UMzmtiuFIc"
5f6245efa084761f4fac7856,@OlisaOsega Would you mind supporting/Retweeting please https://t.co/U0vPn9tN7f
5f6245efa084761f4fac7858,"@sltrib @SenMikeLee has waged a series of attacks against Google, Facebook and Twitter for biases against conservat… https://t.co/hB2YDiUV5r"
5f6245efa084761f4fac785a,"RT @_SolomonRajput_: Americans have had 3 separate reasons to buy gas masks this year: covid, tear gas, and wildfires. These would've all b…"
5f6245efa084761f4fac785c,"RT @cspan: .@CDCDirector Dr. Robert Redfield: ""These face masks are the most important, powerful public health tool we have...I might even…"
5f6245efa084761f4fac785e,"Our product being applied on the set of #KBC @SonyTV @SrBachchan 
A product to make all surfaces virus free. It has… https://t.co/8qs6edgMT5"
5f6245efa084761f4fac7860,@LwaziV_ Can’t believe there’s such a thing as covid 19 😓
5f6245efa084761f4fac7862,"RT @benshapiro: 1. This facemask is mainly designed to protect others, not you, since it is not an N95.
2. He's only saying facemasks might…"
5f6245efa084761f4fac7864,Shops; check your sanitizer’s consistency because they all dispense differently and consistently I misjudge the con… https://t.co/QKjvnND0KG
5f6245efa084761f4fac7866,"RT @donwinslow: You can't have 50 governors with 50 different strategies battling one virus.

But that's what Donald Trump did.

Instead of…"
5f6245efa084761f4fac7868,"I've signed the petition for the government to fix the problems in England's #coronavirus testing system. Will you… https://t.co/aCP8d7wGgz"
5f6245efa084761f4fac786a,RT @AlexBerenson: Who wants to tell @cdcgov that the only people who haven’t already returned to normal life are a few million Karens and N…
5f6245f0a084761f4fac786c,"RT @RepAndyBiggsAZ: Your mask can't protect you against smoke particles. - CDC

Your mask might not protect you if you've been around an in…"
5f6245f0a084761f4fac786e,"@SixBrownChicks At first, I was like, how are you worried about your sex right now if you’ve already got this mess… https://t.co/UZKLmfNWqb"
5f6245f0a084761f4fac7870,RT @London_HVG: Great must read piece from @MuseumsAssoc We must rise to the challenge of engaging older people during Covid. What are your…
5f6245f0a084761f4fac7872,"RT @ianmSC: This is complete insanity. First masks ""may"" protect others, now they're ""more guaranteed” to protect YOU than a vaccine?

If t…"
5f6245f0a084761f4fac7874,"RT @eugenegu: To achieve a herd immunity of 60%, around 200 million Americans need to catch the coronavirus and 3 million Americans need to…"
5f6245f0a084761f4fac7876,RT @nypost: Twitter suspends Chinese virologist who says COVID-19 was made in Wuhan lab https://t.co/m6SWyK4SF7 https://t.co/oLIW5LSJUF
5f6245f0a084761f4fac7878,RT @Hockey3331: More info on another Ohio mask lawsuit...#MasksOff https://t.co/KqyJVAdybW
5f6245f0a084761f4fac787a,"RT @themaxburns: DONALD TRUMP'S COVID-19 PLAN

FEB:  COVID isn't real
MAR: It'll go away
APR: It'll go away
MAY: It'll go away
JUN: It'll g…"
5f6245f0a084761f4fac787c,When I said Queen of North I was right 😏💁🏼‍♀️ Call me Daenerys Targaryen https://t.co/dLXuqh5Ruf
5f6245f0a084761f4fac787e,"RT @AnnamiePaul: Canada has the Chance of a Lifetime to lead in land protection and nature conservation. 

Our approach should be Indigenou…"
5f6245f0a084761f4fac7880,RT @MeidasTouch: Donald Trump admitted his plan to deal with coronavirus is to let millions of people unnecessarily die.
5f6245f0a084761f4fac7882,"RT @wallowsmusic: lil bts video of our covid safe, and all night music video shoot for ‘nobody gets me’ is up on youtube now. made by the g…"
5f6245f0a084761f4fac7884,MULTIPLE WHITE HOUSE STAFF TEST POSITIVE FOR CORONAVIRUS
5f6245f0a084761f4fac7886,What is Trump saying? The covid-19 will go away! Only in your dreams! #Trump #Biden              https://t.co/yrOc5E81YU
5f6245f0a084761f4fac7888,RT @PCUnitedPage: U.S. Image Plummets Internationally as Most Say Country Has Handled Coronavirus Badly https://t.co/M6jzFqUuEl
5f6245f0a084761f4fac788a,@NoLongerBennett @MorlockP 1. Sign every college student up for a coronavirus vaccine trial. 2. Buy them beer and t… https://t.co/lQcOcYbJJt
5f6245f0a084761f4fac788c,RT @ASlavitt: I am still not ingesting disinfectants.
5f6245f1a084761f4fac788e,RT @PankajSinghBJP: Get well soon Respected Shri @nitin_gadkari ji. Prayers for your good health &amp; speedy recovery.
5f6245f1a084761f4fac7890,"RT @HillaryClinton: When a president has failed our kids the way this one has, he shouldn't be president anymore."
5f6245f1a084761f4fac7892,"RT @Breaking911: CDC Director Redfield:

“These facemasks are the important, powerful public health tool we have— I might even go so far as…"
5f6245f1a084761f4fac7894,Nitin Gadkari tests Covid-19 positive https://t.co/ruSaMcm60K
5f6245f1a084761f4fac7896,"RT @Kyle_Feldscher: There are approximately 328.2 million people in the US.

To get to the low end of herd immunity, about 60% of the popul…"
5f6245f1a084761f4fac7898,@laurenpeikoff @maggieNYT @PeterAlexander Saying in your press release that you’re essentially using your largely m… https://t.co/xu5tBaVJY9
5f6245f1a084761f4fac789a,RT @DLoesch: I guess whistleblowers aren’t cool anymore
5f6245f1a084761f4fac789c,@realDonaldTrump You’ll be lucky to have a safe vaccine before 2022. Should have stuck with the 172 countries colla… https://t.co/mTLBvetquS
5f6245f1a084761f4fac789e,@leedsliam01 @SkyNews Sadly only COVID deaths matter.
5f6245f1a084761f4fac78a0,"RT @DIDNOTVOTEFOR44: #FerengiFauci, funded scientists at the Wuhan Institute of Virology and other institutions for work on coronaviruses.…"
5f6245f1a084761f4fac78a2,RT @TRik5teR: President of Guinea attempting to beat up a Minister who stole covid funds..🤭😎 https://t.co/EsTTOQYy2s
5f6245f1a084761f4fac78a4,BREAKING - Multiple WHITE HOUSE Staff members test positive for COVID-19
5f6245f1a084761f4fac78a6,RT @SenTedCruz: REMINDER: The Chinese Communist Party allowed #COVID19 to go global &amp; secretly stockpiled medical supplies. Then they launc…
5f6245f1a084761f4fac78a8,"RT @GenFlynn: When something is so vital to America’s survival...”Everyone needs to know the truth”⁩

China has no other intention than to…"
5f6245f1a084761f4fac78aa,Pre-COVID pose https://t.co/aNqIJ4uJAR
5f6245f1a084761f4fac78ac,RT @Niall_Boylan: Remember the “old normal” when all qualified opinions mattered &amp; we could discuss the merits of an opinion like grown ups…
5f6245f2a084761f4fac78ae,RT @kyantewilson: Must 🙂 be 🙂 nice 🙂 to 🙂 live 🙂 in 🙂 a 🙂 country 🙂 that 🙂 isn’t 🙂 infested 🙂 with 🙂 imbeciles 🙂
5f6245f2a084761f4fac78b0,🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️ yall really wanna go back into lock down huh
5f6245f2a084761f4fac78b2,RT @AnaCabrera: #URGENT: CDC director tells lawmakers #COVID19 vaccination for general public likely to occur in late second quarter or thi…
5f6245f2a084761f4fac78b4,"RT @AakashShah96: Donated plasma for the 3rd time! 

If it has the potential to save lives, go all in! 

I encourage all #Covid19 recovered…"
5f6245f2a084761f4fac78b6,"RT @metrobabe: President Cyril Ramaphosa notes that over 15 000 people have died over the last six months. It's been a fierce and destructi…"
5f6245f2a084761f4fac78b8,"RT @CNN: Dr. Robert Redfield, director of the CDC, said during a Senate Appropriations subcommittee hearing that he thinks it will be the l…"
5f6245f2a084761f4fac78ba,"RT @johncardillo: Zero science to support this.

Redfield is campaigning for Biden."
5f6245f2a084761f4fac78bc,"RT @WebMD: People who frequently attended church were 16 times more likely to report that they had tested positive for COVID-19, according…"
5f6245f2a084761f4fac78be,RT @nypost: Twitter suspends Chinese virologist who says COVID-19 was made in Wuhan lab https://t.co/m6SWyK4SF7 https://t.co/oLIW5LSJUF
5f6245f2a084761f4fac78c0,RT @shomaristone: COVID-19 is real. It’s not fake news. #PleaseStop
5f6245f2a084761f4fac78c2,"@yvonne_erdmann @ValerieJarrett If you honestly believe 200,000 people have actually died in a scenario where hospi… https://t.co/ssXTLqFSMK"
5f6245f2a084761f4fac78c4,THE solution to (too) small computer labs at the universities under COVID distance rules.
5f6245f2a084761f4fac78c6,RT @nypost: Twitter suspends Chinese virologist who says COVID-19 was made in Wuhan lab https://t.co/m6SWyK4SF7 https://t.co/oLIW5LSJUF
5f6245f2a084761f4fac78c8,RT @JoeSilverman7: I’m thoroughly enjoying my decision to let people say and believe whatever they like about COVID-19. So many on this web…
5f6245f2a084761f4fac78ca,"RT @OANN: As New York moves from a coronavirus crisis to flattening the curve, there remains a heartbreaking fact. Nearly 6.5K nursing home…"
5f6245f2a084761f4fac78cc,RT @DLoesch: I guess whistleblowers aren’t cool anymore
5f6245f2a084761f4fac78ce,"@JonathanFalcons @Breaking911 Here comes the NEXT pivot on Corona: 

- nothing to worry about
- flatten them curve… https://t.co/f9ShK81ZAf"
5f6245f2a084761f4fac78d0,"At the end of the day, MW gotta cover rapid COVID tests for every program. How does that work for partial member Ha… https://t.co/pbgEioWBxw"
5f6245f3a084761f4fac78d2,"We put my MIL(84) in the ER, it took over 30 hours to get her cleared from COVID so we could see her again. We need… https://t.co/eVepzyXgAv"
5f6245f3a084761f4fac78d4,"RT @WelshGovernment: FACT: You can’t get a coronavirus test from your doctor A&amp;E or a pharmacy.

If you have symptoms - Don’t visit your GP…"
5f6245f3a084761f4fac78d6,"@TarikGekkouga Nothing currently but as soon as Covid is gone I'm gonna be making moves.

Hopefully 🤞"
5f6245f3a084761f4fac78d8,Ayyy I took this!
