,text
4623,"{'neg': 0.177, 'neu': 0.431, 'pos': 0.392, 'compound': 0.5423}"
4624,"{'neg': 0.279, 'neu': 0.721, 'pos': 0.0, 'compound': -0.5037}"
4625,"{'neg': 0.346, 'neu': 0.654, 'pos': 0.0, 'compound': -0.703}"
4626,"{'neg': 0.393, 'neu': 0.286, 'pos': 0.321, 'compound': -0.25}"
4627,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}"
4628,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5574}"
4629,"{'neg': 0.239, 'neu': 0.556, 'pos': 0.206, 'compound': -0.1531}"
4630,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4631,"{'neg': 0.0, 'neu': 0.227, 'pos': 0.773, 'compound': 0.5267}"
4632,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4633,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.5106}"
4634,"{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.4588}"
4635,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.5574}"
4636,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}"
4637,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.3818}"
4638,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}"
4639,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4640,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}"
4641,"{'neg': 0.112, 'neu': 0.415, 'pos': 0.473, 'compound': 0.8658}"
4642,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4643,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4644,"{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.3612}"
4645,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.4767}"
4646,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}"
4647,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.7506}"
4648,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.5719}"
4649,"{'neg': 0.0, 'neu': 0.424, 'pos': 0.576, 'compound': 0.7999}"
4650,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}"
4651,"{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.0772}"
4652,"{'neg': 0.297, 'neu': 0.703, 'pos': 0.0, 'compound': -0.4215}"
4653,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.5106}"
4654,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}"
4655,"{'neg': 0.228, 'neu': 0.569, 'pos': 0.203, 'compound': -0.0772}"
4656,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.5574}"
4657,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4658,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4659,"{'neg': 0.0, 'neu': 0.527, 'pos': 0.473, 'compound': 0.6697}"
4660,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.5106}"
4661,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4662,"{'neg': 0.208, 'neu': 0.629, 'pos': 0.164, 'compound': -0.1779}"
4663,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.0772}"
4664,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5574}"
4665,"{'neg': 0.352, 'neu': 0.648, 'pos': 0.0, 'compound': -0.5859}"
4666,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}"
4667,"{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.5994}"
4668,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.296}"
4669,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.4404}"
4670,"{'neg': 0.167, 'neu': 0.58, 'pos': 0.254, 'compound': 0.296}"
4671,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4672,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4673,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4674,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4675,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.4404}"
4676,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4677,"{'neg': 0.406, 'neu': 0.594, 'pos': 0.0, 'compound': -0.8481}"
4678,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4679,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4680,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}"
4681,"{'neg': 0.362, 'neu': 0.552, 'pos': 0.086, 'compound': -0.6705}"
4682,"{'neg': 0.459, 'neu': 0.407, 'pos': 0.134, 'compound': -0.6808}"
4683,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4684,"{'neg': 0.277, 'neu': 0.545, 'pos': 0.177, 'compound': -0.296}"
4685,"{'neg': 0.327, 'neu': 0.523, 'pos': 0.15, 'compound': -0.4019}"
4686,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4687,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.5334}"
4688,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.34}"
4689,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4690,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4691,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4692,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2732}"
4693,"{'neg': 0.285, 'neu': 0.425, 'pos': 0.29, 'compound': 0.0202}"
4694,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4695,"{'neg': 0.116, 'neu': 0.268, 'pos': 0.616, 'compound': 0.765}"
4696,"{'neg': 0.0, 'neu': 0.466, 'pos': 0.534, 'compound': 0.8834}"
4697,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}"
4698,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4699,"{'neg': 0.153, 'neu': 0.694, 'pos': 0.153, 'compound': 0.0}"
4700,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.4549}"
4701,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4702,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}"
4703,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4704,"{'neg': 0.172, 'neu': 0.53, 'pos': 0.298, 'compound': 0.2263}"
4705,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.5719}"
4706,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.6597}"
4707,"{'neg': 0.139, 'neu': 0.723, 'pos': 0.139, 'compound': 0.0}"
4708,"{'neg': 0.144, 'neu': 0.647, 'pos': 0.209, 'compound': 0.2263}"
4709,"{'neg': 0.2, 'neu': 0.364, 'pos': 0.436, 'compound': 0.3182}"
4710,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.3818}"
4711,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.5574}"
4712,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}"
4713,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.296}"
4714,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4715,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4716,"{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.3818}"
4717,"{'neg': 0.227, 'neu': 0.442, 'pos': 0.331, 'compound': 0.2263}"
4718,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}"
4719,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4720,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4721,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}"
4722,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4723,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.5267}"
4724,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.2924}"
4725,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4726,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4727,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.7506}"
4728,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4729,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4730,"{'neg': 0.429, 'neu': 0.571, 'pos': 0.0, 'compound': -0.128}"
4731,"{'neg': 0.187, 'neu': 0.645, 'pos': 0.168, 'compound': -0.0772}"
4732,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.25}"
4733,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4734,"{'neg': 0.403, 'neu': 0.432, 'pos': 0.165, 'compound': -0.5106}"
4735,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}"
4736,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2732}"
4737,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.0772}"
4738,"{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.0772}"
4739,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.2023}"
4740,"{'neg': 0.252, 'neu': 0.382, 'pos': 0.366, 'compound': 0.128}"
4741,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.25}"
4742,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4743,"{'neg': 0.27, 'neu': 0.554, 'pos': 0.176, 'compound': -0.3321}"
4744,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}"
4745,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.4939}"
4746,"{'neg': 0.318, 'neu': 0.53, 'pos': 0.152, 'compound': -0.5423}"
4747,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}"
4748,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4749,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4750,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4751,"{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.4767}"
4752,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4753,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}"
4754,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.0772}"
4755,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4756,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4757,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4758,"{'neg': 0.362, 'neu': 0.552, 'pos': 0.086, 'compound': -0.6705}"
4759,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5574}"
4760,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}"
4761,"{'neg': 0.225, 'neu': 0.507, 'pos': 0.268, 'compound': 0.1531}"
4762,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.0516}"
4763,"{'neg': 0.33, 'neu': 0.459, 'pos': 0.211, 'compound': -0.3182}"
4764,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4765,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.3818}"
4766,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.4767}"
4767,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.3182}"
4768,"{'neg': 0.174, 'neu': 0.659, 'pos': 0.168, 'compound': -0.0258}"
4769,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2732}"
4770,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4771,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}"
4772,"{'neg': 0.0, 'neu': 0.424, 'pos': 0.576, 'compound': 0.7999}"
4773,"{'neg': 0.253, 'neu': 0.44, 'pos': 0.308, 'compound': 0.128}"
4774,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2732}"
4775,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4776,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.7184}"
4777,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.3818}"
4778,"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.2924}"
4779,"{'neg': 0.0, 'neu': 0.145, 'pos': 0.855, 'compound': 0.7096}"
4780,"{'neg': 0.0, 'neu': 0.381, 'pos': 0.619, 'compound': 0.9186}"
4781,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.4449}"
4782,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}"
4783,"{'neg': 0.8, 'neu': 0.2, 'pos': 0.0, 'compound': -0.4588}"
4784,"{'neg': 0.125, 'neu': 0.735, 'pos': 0.14, 'compound': 0.0516}"
4785,"{'neg': 0.0, 'neu': 0.37, 'pos': 0.63, 'compound': 0.5267}"
4786,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.25}"
4787,"{'neg': 0.139, 'neu': 0.633, 'pos': 0.228, 'compound': 0.34}"
4788,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.3818}"
4789,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}"
4790,"{'neg': 0.407, 'neu': 0.593, 'pos': 0.0, 'compound': -0.6705}"
4791,"{'neg': 0.0, 'neu': 0.164, 'pos': 0.836, 'compound': 0.8481}"
4792,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4793,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4794,"{'neg': 0.208, 'neu': 0.66, 'pos': 0.132, 'compound': -0.2023}"
4795,"{'neg': 0.359, 'neu': 0.641, 'pos': 0.0, 'compound': -0.68}"
4796,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4797,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5574}"
4798,"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.6124}"
4799,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4800,"{'neg': 0.275, 'neu': 0.611, 'pos': 0.115, 'compound': -0.2732}"
4801,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.5574}"
4802,"{'neg': 0.135, 'neu': 0.729, 'pos': 0.135, 'compound': 0.0}"
4803,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.4215}"
4804,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.7906}"
4805,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.2732}"
4806,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4807,"{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019}"
4808,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.128}"
4809,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.4019}"
4810,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.5574}"
4811,"{'neg': 0.535, 'neu': 0.465, 'pos': 0.0, 'compound': -0.7845}"
4812,"{'neg': 0.799, 'neu': 0.059, 'pos': 0.142, 'compound': -0.9022}"
4813,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}"
4814,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.2732}"
4815,"{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.0772}"
4816,"{'neg': 0.196, 'neu': 0.699, 'pos': 0.105, 'compound': -0.3182}"
4817,"{'neg': 0.0, 'neu': 0.428, 'pos': 0.572, 'compound': 0.7925}"
4818,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}"
4819,"{'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.5106}"
4820,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4821,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.5719}"
4822,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4823,"{'neg': 0.0, 'neu': 0.276, 'pos': 0.724, 'compound': 0.9201}"
4824,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182}"
4825,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4826,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4827,"{'neg': 0.171, 'neu': 0.395, 'pos': 0.434, 'compound': 0.6124}"
4828,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}"
4829,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.8316}"
4830,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.2023}"
4831,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4832,"{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.7964}"
4833,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4834,"{'neg': 0.56, 'neu': 0.3, 'pos': 0.14, 'compound': -0.8555}"
4835,"{'neg': 0.0, 'neu': 0.167, 'pos': 0.833, 'compound': 0.6124}"
4836,"{'neg': 0.561, 'neu': 0.0, 'pos': 0.439, 'compound': -0.2023}"
4837,"{'neg': 0.276, 'neu': 0.575, 'pos': 0.149, 'compound': -0.2732}"
4838,"{'neg': 0.28, 'neu': 0.72, 'pos': 0.0, 'compound': -0.5423}"
4839,"{'neg': 0.27, 'neu': 0.575, 'pos': 0.155, 'compound': -0.4588}"
4840,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4215}"
4841,"{'neg': 0.485, 'neu': 0.515, 'pos': 0.0, 'compound': -0.6908}"
4842,"{'neg': 0.433, 'neu': 0.567, 'pos': 0.0, 'compound': -0.7269}"
4843,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}"
4844,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4845,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4846,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.2023}"
4847,"{'neg': 0.131, 'neu': 0.583, 'pos': 0.286, 'compound': 0.4939}"
4848,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}"
4849,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.25}"
4850,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}"
4851,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4852,"{'neg': 0.198, 'neu': 0.494, 'pos': 0.309, 'compound': 0.2263}"
4853,"{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.1779}"
4854,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4855,"{'neg': 0.615, 'neu': 0.385, 'pos': 0.0, 'compound': -0.4939}"
4856,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}"
4857,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.3818}"
4858,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.4939}"
4859,"{'neg': 0.112, 'neu': 0.745, 'pos': 0.144, 'compound': 0.1531}"
4860,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4861,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4862,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.5574}"
4863,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3182}"
4864,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.5267}"
4865,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}"
4866,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}"
4867,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4868,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4869,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4870,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.7906}"
4871,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4872,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.5574}"
4873,"{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.4588}"
4874,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}"
4875,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4876,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4877,"{'neg': 0.297, 'neu': 0.703, 'pos': 0.0, 'compound': -0.4215}"
4878,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4879,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.5574}"
4880,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4675}"
4881,"{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.4588}"
4882,"{'neg': 0.248, 'neu': 0.559, 'pos': 0.193, 'compound': 0.0258}"
4883,"{'neg': 0.34, 'neu': 0.66, 'pos': 0.0, 'compound': -0.5574}"
4884,"{'neg': 0.17, 'neu': 0.495, 'pos': 0.335, 'compound': 0.4588}"
4885,"{'neg': 0.178, 'neu': 0.481, 'pos': 0.341, 'compound': 0.5267}"
4886,"{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.7351}"
4887,"{'neg': 0.135, 'neu': 0.449, 'pos': 0.417, 'compound': 0.6597}"
4888,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4889,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4890,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}"
4891,"{'neg': 0.0, 'neu': 0.424, 'pos': 0.576, 'compound': 0.7999}"
4892,"{'neg': 0.391, 'neu': 0.274, 'pos': 0.335, 'compound': -0.2033}"
4893,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4894,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4895,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4896,"{'neg': 0.104, 'neu': 0.672, 'pos': 0.224, 'compound': 0.3818}"
4897,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}"
4898,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4899,"{'neg': 0.186, 'neu': 0.62, 'pos': 0.194, 'compound': 0.0243}"
4900,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4901,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}"
4902,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4903,"{'neg': 0.356, 'neu': 0.339, 'pos': 0.305, 'compound': -0.0772}"
4904,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}"
4905,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}"
4906,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4907,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4908,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4909,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.5574}"
4910,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4911,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4912,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6115}"
4913,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4914,"{'neg': 0.219, 'neu': 0.781, 'pos': 0.0, 'compound': -0.4215}"
4915,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}"
4916,"{'neg': 0.237, 'neu': 0.593, 'pos': 0.17, 'compound': -0.2263}"
4918,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4919,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.7184}"
4920,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.2584}"
4921,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.5574}"
4922,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4923,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
